
"Fairleigh Dickinson",100.92695060173,111.12109350092,0.24851075540802,9–15,9,24,51.8,53,31.1,33.9,19.5,19.3,28.8,33.2,71.9,49.3,54.8,37.5,33.5,10.4,8.7,44.5,58.4,36.1,38.5,71.9,,,,2021,,,,-12.058385048624,71.2,69.1
"Fort Wayne",99.579209116795,110.50531821395,0.2319616040296,8–15,8,23,58.2,52.5,30.2,30.4,23.7,17,26.2,30.8,69.5,57,53.9,40,33.6,7.5,7.2,52,50,40.5,39.3,70.6,,,,2021,,,,-12.628983095647,68.9,74.7
"West Virginia",115.03894193057,94.928466075064,0.90111643119612,18–9,18,27,48.7,50.2,39.4,28.5,17,20.7,35.6,31.3,70.7,46.4,51.3,35.7,32.3,7.6,6.4,52.3,52,33.1,37.3,70.5,,,,2021,,,,3.0201399679327,71.7,69.4
"Cleveland St.",99.156034866134,99.62551632157,0.48642298668254,19–7,19,26,50.6,48.9,31.9,37.2,18.5,20.3,30.9,31.9,67.6,52.1,50.9,31.9,30.8,7.6,7.1,52.9,52.7,34.3,42.5,67.1,,,,2021,,,,-2.6764478240075,66.9,72.9
"Southern Illinois",99.254502724324,101.64880496569,0.43189599008252,11–14,11,25,52.2,53.1,29.8,23.9,18.5,19,16.6,25.6,65.4,49.7,54.1,37.2,34.4,5.6,10.6,57.3,57.1,41.6,40.5,67.2,,,,2021,,,,-7.8747659549454,66.1,71.9
"San Diego St.",111.25942978074,89.254475756831,0.92651104086295,22–4,22,26,52.7,46.7,34.3,32.7,16.9,22.5,29.9,24.4,66.9,50.5,44.6,37.5,32.8,10,8.2,53.7,60.2,39.5,45.5,66.9,,,,2021,,,,3.0766014469475,71.9,73.2
"Nebraska Omaha",93.336641367438,105.79365495886,0.19143781381554,5–20,5,25,46.3,53.5,29.2,31.1,18.1,16.8,23.2,26.7,72.1,44.8,51.2,33.5,38.4,7.8,6.4,37.8,49.6,26.6,36.3,72.3,,,,2021,,,,-14.335953043055,68.8,73.7
DePaul,97.303735335629,94.331791350389,0.58824616600135,5–14,5,19,46.1,48,23.7,35.3,22.1,20.1,31.8,31.6,70.6,45.7,49.1,31.5,30.9,11,9.1,45.1,55.7,28.3,40.6,71.1,,,,2021,,,,-6.0061845555043,67.8,71.9
"UT Rio Grande Valley",90.248153857626,100.22616527684,0.23041654668916,5–10,5,15,43,48.1,37.7,43.5,19,24.1,30,34.1,71.8,44.7,48.5,26.7,31.6,10.1,8.5,56.6,61.3,37.1,31.8,71.4,,,,2021,,,,-7.6716788377718,63,70.3
"Chicago St.",83.79237059924,117.9777024743,0.019175363722653,0–9,0,9,41.3,60.1,25.4,32.8,21.8,16.2,16.6,37.9,71.2,43.9,60.6,25.1,39.5,3.7,8.8,49.4,59,40.8,36.7,71.4,,,,2021,,,,-5.79831319941,69.8,69.4
"South Dakota",106.40406931567,104.22911629016,0.55909784172235,13–11,13,24,53.2,49.5,33.1,35.3,15.4,15.4,21.7,24.4,70.1,50.5,47.3,39.1,35.4,7,6.1,52.3,42.5,33.8,38.9,70.1,,,,2021,,,,-6.8680401493059,78.4,73.8
"Montana St.",98.630258572904,103.82207022814,0.35664507559881,11–10,11,21,49.7,49.7,40.3,37.2,17.8,18.8,24.3,26.7,69,50.5,48.5,32,34.4,6.5,8,41.4,43.5,33,37,69.1,,,,2021,,,,-6.729344504965,74.6,78.5
"Oklahoma St.",109.07733312369,92.278058798726,0.87251522803986,20–8,20,28,52.2,47.2,36.4,30.5,21.4,19.3,31.9,30.2,72.8,52.9,46.9,33.8,31.7,11.1,10.3,47.6,48.3,31.9,37.4,72.7,,,,2021,,,,4.8476296936988,71.3,70.8
Wagner,100.33056321794,105.0441448163,0.37099078015716,13–7,13,20,49.1,50.3,28,44.3,18.1,20.9,34.8,28.1,66.8,49.7,49.3,31.8,34.5,8.2,8.6,48.4,58.4,30.5,39.7,66.2,,,,2021,,,,-5.0564119087909,71.8,72.3
Wofford,105.18665536045,103.00090997399,0.56007935498055,13–9,13,22,54.9,52,24.3,25.4,18.9,18.6,25.5,28,67.3,56.6,52.2,35.6,34.5,6.2,11,55.4,49,51.7,41.8,66.7,,,,2021,,,,-4.7236930535332,71.3,68.1
"Cal Poly",89.478573417758,104.63855204563,0.14186349980977,3–20,3,23,44.5,50.6,29.5,36.5,20.3,18.2,22,29.9,67.9,42.9,49.1,31.5,35.7,8.8,9.7,55.5,51.9,37.1,32.9,67.8,,,,2021,,,,-15.490944775589,72,71.4
Towson,98.288932322068,111.2162406403,0.19450527255238,4–14,4,18,45.4,52.6,33.4,29.3,18.4,16,34.1,30.4,66.9,46.2,49.3,28.9,38.3,7.9,7.9,39.2,48.5,29.5,40.9,66.8,,,,2021,,,,-10.812583436355,72.7,72.2
"Delaware St.",91.109736077668,116.14185247612,0.057779904564224,1–16,1,17,45.7,54.7,29.8,45.5,22.3,18.7,26.3,32.3,77.2,45,55.6,31.1,35.5,9,12,47.2,55.7,42.3,38.6,74.3,,,,2021,,,,-13.675886642796,73.2,71.2
"Prairie View A&M",95.385790325252,100.32872575631,0.35870068968004,16–5,16,21,50.3,47.3,26.9,46.3,19.4,25.7,30.9,31.4,70.7,53,47.1,30.4,31.8,12.2,8.2,58.7,50,36.1,33.6,69.9,,,,2021,,,,-3.0197414440749,65.3,61.5
"Alcorn St.",91.294806074108,109.95623814561,0.10537602253552,6–13,6,19,44.4,55.4,34,50.1,20.4,22.1,30.1,30.5,71.1,44,57.7,30.1,34.6,5,10.8,40.7,58,34,39,70.4,,,,2021,,,,-9.4003886678171,72.6,67.8
Liberty,109.14188465646,100.82391632892,0.71333586059625,19–5,19,24,57.4,48,25.5,29.6,15.6,17.3,23.1,22.4,64.4,56.8,47.8,38.8,32.2,7,7.3,57.4,42.2,47.5,36.1,64.4,,,,2021,,,,-1.6848256954181,77.8,69.7
"UNC Wilmington",101.62515903765,108.4672987305,0.32097114249835,6–10,6,16,48.6,51.6,37.1,31.7,16.1,18.9,26.5,31.5,70,47.2,53.9,34,30.9,8.4,8.7,45,41.6,36.4,30.2,70.7,,,,2021,,,,-7.9965028140817,77.3,75.7
Presbyterian,90.455272076516,106.55186657396,0.13199558081736,6–15,6,21,46.7,52.9,35.2,41.7,23.1,22.3,32.6,28.4,66.3,47.3,53.3,30.3,34.9,6.9,10.4,47.1,51.2,35.1,36.6,66.4,,,,2021,,,,-12.959762869255,68.5,70.5
Michigan,117.6696688628,90.813304888615,0.95163329007698,20–4,20,24,54.9,44.9,28.9,24.5,16.3,15.1,29.4,24.8,67.5,53.3,42.3,38.7,33.5,10.6,7,55.5,42.5,33.9,32.7,67.8,,,,2021,,,,7.0627004446696,77.8,74.9
Bellarmine,107.5157602118,107.47410736212,0.50111402223306,11–7,11,18,55.9,55.8,28.4,28.2,17.5,23.3,26.4,28.6,65.4,55.9,52.4,37.1,39.5,7.9,7.6,55.8,57.3,31.3,49.5,65.5,,,,2021,,,,-4.7296668600022,75.3,71.9
"East Carolina",96.784701925958,97.725221816137,0.47222525091618,7–11,7,18,45.2,48.9,33.1,38.3,18.5,20.6,26.9,27.7,68.7,45.5,49.7,29.8,31.9,10.1,8.2,67.2,56.7,32.7,43.3,69.2,,,,2021,,,,-6.1629434253364,72.9,71
Northwestern,103.59903712748,94.223848580818,0.74853784060333,8–15,8,23,50.3,50.2,26.8,33.7,17.2,17.9,19.9,25.9,69.3,49.1,50.5,34.6,33.2,7.7,8.6,57.9,60.3,40.5,42.4,69.5,,,,2021,,,,-3.0660724345415,71.5,70.9
"College of Charleston",101.25480846496,108.11381090348,0.32000273529675,7–10,7,17,51.6,52,27.1,33.5,16.3,17.7,24.2,26,64.3,47.8,50.1,38.2,36.6,9,9.7,42.5,51.5,39.9,40,64.9,,,,2021,,,,-7.4012722195737,70.3,73.8
"Eastern Illinois",94.699499004305,107.78227992712,0.18419920497228,9–18,9,27,49.3,51.9,25.7,31,20,18.7,28.8,29.6,70.1,49.7,50.3,32.4,36.3,8.8,7.6,50.9,55.4,35.4,37.3,70,,,,2021,,,,-13.748857813306,65.7,72.8
Buffalo,106.83639825111,95.688776561352,0.78027559206544,15–8,15,23,51.1,46.2,30.4,29.5,18.4,17.6,37.4,26.8,74.5,51.1,48,34,28.3,9.8,6.6,51.4,49.4,31.1,33,74.4,,,,2021,,,,-3.4023917242951,67,76
"Northern Kentucky",101.82616136048,107.79134169589,0.34193159145573,14–11,14,25,50.6,51.7,27.8,32.5,18.6,18.9,34.9,32.7,66.3,53.7,50.8,30.7,35.5,4.6,6.1,44.8,53.8,39.6,37.3,66,,,,2021,,,,-7.8116146530543,70.5,67.3
Valparaiso,95.382433816779,99.185816457668,0.38944235734203,8–18,8,26,47.2,50.3,26.1,28.8,18,17.8,20.9,26.3,67.1,48.9,50.2,29.7,33.6,9.2,7.3,53.3,52.3,40.2,36,68.1,,,,2021,,,,-11.47830863514,71.8,70.2
Elon,96.006792705243,99.729287664328,0.39234514529381,9–9,9,18,48.3,49.6,23.2,39.5,17.5,17.9,24.6,22.7,66.3,47.3,50.4,33.1,32.4,7,10.5,45.7,45.2,44,42.3,67.2,,,,2021,,,,-6.4638593677126,75.1,66.7
"Appalachian St.",98.401225374044,104.27218404091,0.33929425317899,13–11,13,24,47.7,50.4,33,24,17.5,20,27.8,30.6,66.1,46.7,50.4,32.6,33.5,8.8,14.1,48.8,49.6,43.9,37.8,66.3,,,,2021,,,,-7.640702417905,71.6,72.1
"North Alabama",93.534582962445,105.29791753545,0.20386388360516,9–11,9,20,48.2,51.3,28.3,35.7,20.3,18.6,26.1,24.2,70.1,47.3,49.8,33,35.6,9.1,8.4,42.8,46.7,38.8,43.1,71.1,,,,2021,,,,-8.3569423009258,75.7,69.4
Oklahoma,111.08977587176,94.656738632577,0.86305964664346,15–10,15,25,50.8,48.9,29.1,22.8,15.8,18.7,27.3,27.5,69.2,50.8,46.3,33.8,35.4,9.2,8.3,50,46.9,39,38.1,68.5,,,,2021,,,,0.29896281777441,74.4,73.5
"St. John's",109.89794220343,98.842776384404,0.77193138950099,16–11,16,27,50.4,52.6,28.6,31.8,16.8,21.9,29.2,30.3,74.1,49.8,53.3,34.4,34.2,10.2,9.4,56.5,52.4,33.3,36.9,74.8,,,,2021,,,,-0.77058941497997,74.9,68.1
"Long Beach St.",97.198415045303,103.87316525811,0.31782482239456,6–12,6,18,50.6,49.4,37.7,34.9,21,17.8,23.3,31.3,74.3,49,48.2,35.9,34.2,7.4,7.7,46.1,50.3,33.8,38.1,74.8,,,,2021,,,,-9.0800082862362,68.3,70.4
Samford,96.775391720924,103.36397983643,0.31920369759885,4–13,4,17,47.9,52.8,27.1,37.9,21.3,18.4,28.8,25.5,74.3,51.3,53.1,28.3,35,7.6,8.1,48.7,60,39,47.3,74,,,,2021,,,,-9.7123106578693,67.8,70.8
"Eastern Washington",107.94520208775,99.651802159621,0.71490519334171,15–7,15,22,54.1,47.5,30.4,27.7,16.5,16.5,23.9,25.6,71.3,54.2,47.6,35.9,31.6,6.9,6,54.1,43.7,39.6,35.4,73.1,,,,2021,,,,-3.1236062518447,79.9,72.7
"Kansas St.",98.335238818443,97.958650379199,0.51102955836569,9–19,9,28,47.2,53,27.9,32.2,22.3,19.7,29.9,27.9,66.3,48.7,52,30,36.3,4.9,9.7,58.7,54.9,40.9,40.6,66.7,,,,2021,,,,-7.0146644310455,66.4,73.8
Pepperdine,107.03568305646,98.890875412476,0.71303512371759,10–12,10,22,50.5,50.2,32.7,34.3,17.9,17.7,23.1,27.8,71.9,51.5,55.4,32.5,27.8,7.1,5.4,57.7,52.3,37.3,37.9,72.2,,,,2021,,,,-3.8666337828649,77.2,73.4
"UC San Diego",100.51748252237,109.00358268111,0.28250607035836,4–10,4,14,55,54.5,20.8,22.4,19.6,18.4,16.7,31.7,69.2,54.6,53.3,37,38,4.2,9.3,64.2,56.4,49,33.6,70.1,,,,2021,,,,-6.7220008454479,60.7,73.8
"Grambling St.",92.303529761276,105.39907055646,0.17862054407841,11–12,11,23,47.8,46.7,41.8,38,21.6,21,26.2,31.8,71.7,46.9,43.9,33.3,34.2,8.4,11.5,59.4,61.5,28.9,37.8,70.9,,,,2021,,,,-9.0711433896889,66.7,67.1
"Texas Southern",97.929984701491,103.1684705904,0.35451053313809,15–8,15,23,48.3,46.5,38.9,33.8,21.5,19.4,32.9,26.4,73.4,51,45.2,27.7,32.4,12.4,8.1,44.2,49,27.8,37.9,72.5,,,,2021,,,,-4.3475788757973,70.8,69.8
Colorado,115.39759458179,91.743629098139,0.93326332986212,22–8,22,30,52,47.7,29.9,28,16.8,19.8,30.9,25.6,66.2,50.3,46.5,36.7,33.3,7.8,7.9,51.3,47.6,35.8,34.8,67.2,,,,2021,,,,4.8663436549045,82.2,72.6
VMI,105.86902447149,106.23825910756,0.48999177355063,10–12,10,22,53.8,50.5,28.8,23.3,16.9,13.4,22.6,25.7,71.6,52.4,50.8,37,33.4,8.2,8.8,52.1,45.2,45.4,43.4,71.2,,,,2021,,,,-7.4427258155996,76.5,69.5
Auburn,109.73552205687,98.290293604037,0.78017735843697,13–14,13,27,51.2,49.6,36.2,31.6,21.9,18.5,35,31.7,73.4,53.1,49.9,32.6,32.7,14.8,11.5,56.3,45.5,46.1,35.5,72,,,,2021,,,,-2.253948164576,70.8,68.5
"New Orleans",96.267374471647,107.15005515706,0.225891227607,9–15,9,24,52.3,51.4,33.1,38.4,22.3,21.2,29.3,32,74.3,52.8,52.6,33.9,32.5,6.8,9,55.9,49.2,28.6,32.3,73.5,,,,2021,,,,-12.514010520086,73.9,68.6
"Idaho St.",91.757746059503,100.54721172101,0.25884737385244,8–11,8,19,47.2,48,38.7,35.6,23.5,18.1,30.8,26.3,65.1,48.3,45.1,30.2,36.5,8.4,6.7,46.6,47,38.6,29.7,65.5,,,,2021,,,,-8.1644359102135,69.3,69.8
"Western Carolina",99.497162961641,106.5307983461,0.31313411209368,9–16,9,25,51.8,54.1,32.2,28.5,19.5,15.9,22.6,24.5,72,53.2,54.6,33.2,35.6,6.8,8.1,49.3,47.9,41.3,39.5,71.5,,,,2021,,,,-11.549128336601,72.8,69.3
"Eastern Kentucky",100.59246302239,100.67518714037,0.49763667851005,20–7,20,27,51.2,51,25.6,32.2,16.6,24.3,26.8,30.2,75.6,49.6,51.8,35.8,33,8.9,7.5,53.2,57.2,40,35.6,76,,,,2021,,,,-3.7729157661454,70.3,73.4
"South Carolina St.",85.211301090521,111.98191340468,0.04141409129947,1–17,1,18,44.9,55.6,27.8,35.7,23.9,22.6,26.2,33.4,72.4,43.2,56.4,31.9,36.1,7.8,9.3,44.4,54.3,37.5,36.2,73.8,,,,2021,,,,-14.629058914552,61.9,72.6
Idaho,90.896564225094,111.37360206332,0.0881501678617,1–21,1,22,48.5,54.3,29.6,35.8,24,17.1,22,29.7,67.5,47.4,52.6,34.1,38.1,5.5,8.6,54.4,48.6,31.6,36.7,68,,,,2021,,,,-17.292102830667,72.5,74.6
"Stony Brook",94.020124794204,100.51716586867,0.31681966128876,8–14,8,22,46,48.3,33,29.6,20.1,18.8,30.3,27.1,67.5,47.3,46.6,29.2,33.9,13.5,8.1,49.8,53.9,36.3,39.7,67.7,,,,2021,,,,-11.221359994156,68,69.8
Evansville,103.90953495022,109.87528469121,0.34479666614408,9–16,9,25,53.2,57.4,25.4,34.3,17.2,18.3,19.1,24.1,62.3,50,55.7,37.7,41,6.3,8.5,51,43.4,49,29.2,63.2,,,,2021,,,,-10.26984776442,71.8,69.6
"Saint Peter's",90.120066878325,94.226605902205,0.37462244894747,14–11,14,25,45.6,44.9,32.7,39.5,21.8,22.5,30.4,27.7,68,44.1,41.6,32.3,33.6,16,11.3,52.6,55,34.4,37.3,68.1,,,,2021,,,,-8.0872594806066,69.8,66.9
Virginia,114.8630027881,93.909575870798,0.91020899567641,18–6,18,24,56.1,47.9,22,24.6,15.4,15.2,23.1,22.6,60.8,55.3,46.1,38.1,34,13,7.7,55.1,52.7,42.3,37.2,60.9,,,,2021,,,,3.5219079273241,81.7,74.1
UCF,105.31112487176,97.883622224617,0.69869850314835,11–12,11,23,50.1,49.3,30.7,33.6,21.6,19.5,28.2,31.5,68,47.9,49.4,35.5,32.7,9.8,8.1,52.6,56.9,40.2,38.4,67.9,,,,2021,,,,-3.0650712256431,72.9,69.1
Drexel,106.13701153379,103.67085717939,0.56718187585836,12–7,12,19,54.3,49.6,28.5,27.2,19.6,16.4,29.4,24.3,65.9,53.5,50.4,37.2,32.1,6.5,9,58.2,41.7,35.7,34.4,65.3,,,,2021,,,,-4.4837460100066,77.7,75.1
"Charleston Southern",90.002959426141,106.97522704522,0.12060860664982,2–18,2,20,46.5,50.7,30.1,34.4,23.6,17.6,27.4,31.3,70.2,46.4,50.3,31.1,34.3,10.2,12,44.7,49.9,43.4,37.1,70.7,,,,2021,,,,-15.317927945914,71.2,65.7
"Northern Iowa",102.14797272683,102.97659878853,0.47678873332265,8–15,8,23,50,52.9,26.5,27.7,19.1,16.8,26.4,21.9,68.3,51.1,54.2,32.2,34.1,7.5,8.1,51,52.4,38.9,42.2,70.1,,,,2021,,,,-8.9069869059203,67.9,73.8
"South Carolina",102.28748075589,99.410513572868,0.58129413555296,6–15,6,21,46.7,53.2,27.9,39,19.8,22,32.2,31.3,75.3,47.2,52,30.5,36.8,10,10.4,49.5,54.8,34.2,37.2,75.4,,,,2021,,,,-5.5574161714264,65.4,76.1
Lamar,92.644630020607,105.75600520425,0.17914050161241,10–18,10,28,46,52.3,30.8,27.4,20.1,20,26.4,28.7,69.8,45.7,49.1,31.2,38.7,11.1,7.9,49.6,56.2,27.7,35.5,69.1,,,,2021,,,,-13.868927036771,73.4,67.8
Kentucky,106.79467126251,92.783071785628,0.83443679463497,9–16,9,25,47.1,46.7,34.5,29.7,19.8,17.9,32.6,30.5,70,45.5,46.6,33.7,31.2,14.9,9.1,50.7,48.9,32.2,34.5,69.3,,,,2021,,,,-4.1633329317326,72.9,74.1
Lafayette,104.22177684635,110.93853080677,0.32778187860349,9–6,9,15,50.6,50.9,30.3,33.7,15,16,23.7,28.5,70.2,48.4,51.4,36,33.2,7.9,7.9,60,47.9,38.6,30.1,69.8,,,,2021,,,,-4.7799861455465,80.4,69
"North Carolina Central",92.585960734833,111.47368601238,0.10574248627291,4–9,4,13,46.9,51,34.5,38.3,21.4,20.8,26.4,33.6,68.7,45.3,50.9,33.1,34.2,7.5,9.6,49,58.2,36.2,35.9,66.9,,,,2021,,,,-6.9360989089865,70.2,73.3
Wisconsin,111.46162321568,90.323968983646,0.91820398548026,17–12,17,29,49.4,47.9,26.9,28.5,13.5,17.8,23.7,25.1,65.8,46.3,47.1,36,33,10.4,11,54.3,53,40.8,34.2,65.9,,,,2021,,,,2.059813972921,76.7,71.2
Alabama,110.71357821502,88.62083133044,0.92822012399703,24–6,24,30,51.3,45.3,28.6,31.9,18.6,21.1,31.5,29.8,75.1,50.1,46.4,35.1,28.8,10.5,14.1,50.8,43.8,47.1,33.6,74.8,,,,2021,,,,6.8816004623036,72,68.6
"Tennessee Tech",94.51005753956,108.6453656944,0.16757639206734,5–22,5,27,50.1,54.8,27,26.7,22.6,18.1,26.5,27.8,70.2,51.6,56,32.1,35.3,6.2,9,57.9,63.1,42.7,38.4,70.1,,,,2021,,,,-16.826407339276,67.6,70.5
NJIT,93.597882699944,106.43380430198,0.18574059484739,7–12,7,19,45.9,52.3,34.2,29.4,16.2,20.9,24.1,29.2,68.1,46,53.8,30.5,33.2,6.2,9.3,41.1,48.8,35.8,36,68.9,,,,2021,,,,-9.7299055919378,69.1,69.6
IUPUI,94.851029043712,105.12276110463,0.23461292391237,8–10,8,18,49,52.7,30.5,35.1,19.1,19,25.4,25.3,72.7,47.3,56.5,34.4,30.5,5.9,5.8,52.9,47.1,38.9,34.7,72.8,,,,2021,,,,-7.9289279483292,71.8,73.4
"Alabama A&M",85.019738038665,103.28766083658,0.096363777595379,6–9,6,15,44.8,44,31.8,37.4,21.4,18,28.2,29.4,70,45.5,44.8,28.8,28.3,9.1,6.9,47.6,53.7,33.2,33.3,68.3,,,,2021,,,,-8.1389446169093,62.7,67.3
"Cal Baptist",105.24922894634,109.34888417516,0.3918738046642,9–10,9,19,53.9,51.6,36.9,37.2,19.7,16.1,27.4,28,71,50.3,49.9,39.5,36.8,5.8,6.9,61.1,53,40.3,31.8,71.6,,,,2021,,,,-6.9073496349744,73.3,67.1
"La Salle",100.35791464794,104.43736297755,0.38740999077196,8–16,8,24,50.1,52.1,24.3,36.1,20.7,19.5,26.8,29.4,69.5,49.9,53.8,33.6,32.9,9,8.2,49.3,57.9,39.3,37.7,69.6,,,,2021,,,,-8.891385917853,67.5,74.4
Tulsa,100.22914612042,97.331142547514,0.58356130146772,9–12,9,21,49,48.5,33.1,35.1,20,21.7,26.5,32.1,67.1,51.6,46.6,30,34.1,6.2,8.2,56.8,54.5,39.6,41.8,66.9,,,,2021,,,,-5.3200457563947,69,65.8
Kansas,108.68663691117,90.190755136956,0.8952223938818,19–8,19,27,49.7,47,30.5,26.5,17.7,20,31.2,26.9,69.4,49.3,45.9,33.7,32.5,11.1,7.6,52.2,47,36,37.5,69.2,,,,2021,,,,4.3369646921409,71.4,73.1
"Grand Canyon",103.62171260181,95.549393694196,0.71762090852646,14–6,14,20,52.8,44.7,34.5,29.4,20.4,16.5,33,22.8,66.7,55.4,44.8,32.2,29.7,8.1,6,55.7,45.6,36.2,39.3,66.2,,,,2021,,,,-2.8758525965574,69.2,69.7
"Michigan St.",105.42088666126,94.097599605558,0.78696458296456,15–12,15,27,47.9,47.8,31.4,37.1,18.9,15.4,30.4,26.1,69.1,47.8,48.1,32,31.5,12.2,8,64.1,54.1,34.1,34,69.6,,,,2021,,,,1.1695467080136,72.1,71.5
"Cal St. Fullerton",102.32501443352,110.93399776999,0.28313081676338,5–10,5,15,51.2,54.9,35.6,27.8,17.6,18.6,24.9,29.1,72.3,48.1,52.5,38,39.7,4.6,9.2,49.9,57.9,35.7,33.5,72.7,,,,2021,,,,-7.5735132372036,73.7,71
"Southeastern Louisiana",91.18925040464,110.98615511134,0.094542823325913,8–18,8,26,45.4,55.3,41,37.9,21.9,22.2,31.2,30,71.5,46.5,56.3,29.2,35.9,7.2,9.5,44.2,57.6,40.5,39.2,69.8,,,,2021,,,,-14.296094519663,67.8,75.1
"UC Riverside",102.61187202053,95.636974336373,0.69200987684032,14–8,14,22,52.5,45.8,22,28.6,17.6,16.4,26.1,23.8,66.7,50.3,44.7,36.9,31.9,6.2,8,53.5,46,42.5,34.9,67.7,,,,2021,,,,-4.3190466254045,70.6,68.9
Clemson,105.15110800247,90.533663678792,0.84829387444264,16–7,16,23,50.4,48.8,23.6,29.6,19.5,21.6,26.6,26.5,64.9,49.2,47.4,34.6,33.8,9.2,9.7,56.4,51,43.9,40.4,65.4,,,,2021,,,,2.8946422713913,76.5,69.7
"Central Connecticut",91.913344302794,110.19774253909,0.11042108078263,5–16,5,21,48.5,53.9,28.4,30.4,19.7,20.1,23.7,32.9,71.9,48.5,54.6,32.4,35.2,7.1,8.1,51.7,57.3,37.6,39.3,71.6,,,,2021,,,,-13.537296895225,70.2,69.7
"Coastal Carolina",98.815519194171,101.82740435852,0.41452678039875,12–7,12,19,50,45.9,32.2,29.8,21.8,18.1,35.5,27.2,71.2,48.7,45.3,34.6,31,11.6,6.9,53.7,54.6,40.6,47.2,71.6,,,,2021,,,,-5.2325528510932,75.5,69.1
"North Carolina A&T",93.135028120802,106.02604056134,0.18380238676532,9–10,9,19,45.4,52,35.8,31.2,18.6,24,27.6,36.1,73.2,45.4,50.5,30.4,36.3,6.5,10.5,52.3,59.7,33.3,37.8,72.5,,,,2021,,,,-6.9508026630588,66.2,68.1
Washington,101.37174660906,100.73484298215,0.51811225233398,5–21,5,26,48.9,51.2,26.2,34.7,19.2,17.2,23.4,34.4,71,48.3,50.6,33.2,34.9,8.9,8.5,43.5,57.2,39.2,33.1,72,,,,2021,,,,-8.2868593073735,70.5,71.2
"Colorado St.",105.35920438415,95.33591465999,0.75944560012626,17–6,17,23,54.9,47.5,33.9,27.8,20,19.9,24.6,26,69.2,55.7,49.6,36,29.9,7.7,10.8,56.4,53.9,44.4,44.2,70.2,,,,2021,,,,0.13824526979109,78.9,63.9
"Indiana St.",101.09178750486,97.534258227989,0.60156492313391,14–10,14,24,48.9,51.5,36.3,28.3,18.3,21.7,25.2,27.7,66.2,47.9,52.6,33.8,33.1,8,7.5,45.7,54.6,33.5,38,67.9,,,,2021,,,,-3.6956269062295,73.6,69.5
UMBC,99.285964306776,98.945985617649,0.50986029716658,14–6,14,20,50.3,46.5,36.6,25.6,18.8,17.9,25.8,24.3,68.7,49.8,44.5,34.1,32.9,5.1,8.1,45.3,46,37.1,41.2,69,,,,2021,,,,-3.7753376956234,71.1,71.6
"Louisiana Monroe",93.045949835505,104.15659791853,0.21463263526392,7–19,7,26,48.2,50.4,25.1,34,19.1,21.3,22.9,32,67.6,46.5,47.9,34,36.5,8.1,8.5,58.3,52.4,39,36.5,68.1,,,,2021,,,,-16.018063225008,70.3,71.7
"The Citadel",103.20635274231,110.29176832645,0.31786795860822,9–12,9,21,51.8,52.8,33.5,25.9,16.1,13.9,22.5,25.7,74.5,53.8,55.8,32.8,31.6,10,9.2,52.7,44.7,44.9,35.6,74.9,,,,2021,,,,-8.3088158581171,71.1,77.5
Hofstra,105.43548367532,105.79545474403,0.49020233156212,13–10,13,23,50.8,51.1,33.2,25.8,17.5,17.4,29.3,28.9,68.9,51.7,51.4,33,33.8,7.9,8.8,49.2,60.4,39.3,38.1,69.3,,,,2021,,,,-5.8665800950347,71.2,74.2
"UMass Lowell",97.988487107122,105.54236167804,0.2985907261287,11–12,11,23,51.2,48.4,37.2,39.5,21,16.3,27,26.6,69.3,50.8,48.9,34.6,31.6,10.7,7.6,47.7,42.1,34.9,36.3,70.3,,,,2021,,,,-8.4602159980892,66.2,71.7
"South Alabama",102.48705895657,108.38998767118,0.34434501428813,13–11,13,24,50.8,49.7,31,24.6,17.7,19.3,26.4,33,67.6,49.4,49.1,35.1,33.5,10.2,12.6,43.1,58.9,44.2,49.8,67.6,,,,2021,,,,-8.1801863626572,72.2,74.1
Butler,101.1827532624,98.380231748191,0.58005933673297,10–15,10,25,47.5,53,29.4,28.5,17.3,18.6,26,25.2,65.2,46.8,53.4,32.3,35,6,11,53.8,54.5,39.8,37.6,65.5,,,,2021,,,,-3.8160875031715,64.6,70.1
"SIU Edwardsville",92.508613496341,106.81651341744,0.16059280556153,8–17,8,25,49.2,52.6,33.2,33.7,22.8,19.6,26.7,31.8,69.5,50.5,53.4,31.2,34.2,12.3,6.8,54.3,58.8,34.8,37.9,69.2,,,,2021,,,,-12.973803645205,68.4,69.1
"Northern Colorado",97.602598271252,104.0491421043,0.3239822242389,8–11,8,19,51.3,49.2,32.3,34.8,20.4,15.9,24.6,24.3,68.6,47.4,49.8,37.6,31.3,6.5,8.6,42.6,36.5,43.1,22.3,69,,,,2021,,,,-7.8209434827082,68.1,75.4
Iowa,123.73036603419,96.479211049813,0.94588131068634,21–8,21,29,54.6,48.3,32,22.6,13.3,16.3,30.7,28.6,71,52.4,45.8,38.6,34.8,11.6,7.9,63.8,59.8,39.8,39.6,70.9,,,,2021,,,,5.4876951574538,71.3,67.5
"Florida A&M",89.638393751923,101.27282852268,0.19727780185188,8–12,8,20,48.6,47.9,29.8,33.9,23.9,21.5,30.6,31.8,70.8,49.2,50.8,31.4,28.5,6.8,6.4,53,48.2,26.9,36.3,69.1,,,,2021,,,,-8.6866296837227,65.2,65.6
